Name,Tags
Gormeh Sabzi,"['Grills', 'BBQ']"
Mechanic Restaurant,"['Sushi', 'Cafe', 'International']"
Maison De Sushi,"['Japanese', 'Sushi', 'Noodles']"
Milan Restaurant,"['Italian', 'Pizza', 'Fast Food']"
Meat Me,"['Burgers', 'Cafe', 'Grills']"
Chaoua Cafe,"['Cafe', 'Desserts', 'Beverages']"
Mish Momken,"['Grills', 'Sandwiches', 'Burgers']"
Chiweha,"['Qatari', 'Breakfast', 'Burgers']"
Education Above All,['Charity ']
Tea Station Cafeteria,"['Sandwiches', 'Beverages', 'Cafe']"
Salad Boutique,"['Salad', 'Grills', 'Healthy']"
Keema Restaurant,"['Qatari', 'Mandi', 'Breakfast']"
Five Guys,"['Burgers', 'Salad']"
Fromage,"['Pizza', 'Fast Food', 'Italian']"
Stove,"['Italian', 'Pizza', 'Beverages']"
Ralph's Coffee Truck,"['Cafe', 'Desserts', 'Beverages']"
Black Camel Coffee,"['Coffee & Tea', 'Speciality Store']"
Aromas Ootupura,"['Asian', 'Indian', 'Chinese']"
Rbyana SeaFoods,"['Seafood', 'Qatari', 'Sushi']"
Marsa Katara,"['International', 'Mediterranean']"
Dimas Co,"['Grills', 'Arabic', 'Pastries']"
Twins Smashed Patties,"['Burgers', 'International', 'American']"
Iceland Cafe,"['Desserts', 'Beverages', 'Sandwiches']"
Turkish Grill House,"['Beverages', 'Grills', 'Turkish']"
Chalizar Restaurant For Persian Food,"['Iranian', 'Kebab', 'Grills']"
Burger Hub,"['Street food', 'Sandwiches']"
Shawarma Shaheen,"['Shawarma', 'Doner', 'Arabic']"
Mashaheer Brothers Restaurant,"['Qatari', 'Mandi', 'BBQ']"
Amora Pizza,"['Pizza', 'Healthy', 'Pasta', 'Salad', 'Sandwiches', 'Italian']"
Dunkin Donuts,"['Donuts', 'Desserts', 'Coffee']"
Oasis Restaurant,"['Cakes', 'Fruits', 'Desserts']"
Cupcake Queen,"['Cakes', 'Pastries', 'Desserts']"
Dar Al Helo,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
New Fresh Express Mart,"['Grocery', 'Supermarket']"
Nineteen Zero Eight Café,"['Cafe', 'Desserts']"
Pet Station,['Specialty Store']
Protein Bar,['Convenience Store']
Street Feast,"['Mandi', 'Seafood']"
The Rustic Loft Restaurant,"['Breakfast', 'Grills', 'BBQ']"
Enjoy sweet,"['Qatari', 'Cakes', 'Desserts']"
Harvest Coffee,"['Juices', 'Breakfast', 'Desserts']"
Aspasia Restaurant,['Arabic']
Lean And Fit Restaurant,"['Acai', 'Breakfast', 'Poke']"
BesTea  by Milk Tea & Co.,"['Bubble tea', 'Cafe', 'International']"
Al-Mutasaliq Trading,"['Grocery', 'Supermarket']"
Cono Warma,"['Doner', 'Street food', 'Lebanese']"
Sahtna Pharmacy,['Pharmacy']
Boba Cha Cafe,"['Noodles', 'Beverages']"
Mission Falafel,"['Arabic', 'Shawarma', 'Lebanese']"
Areej Perfume,['Perfume']
Bora Bora Sugaration Station,"['Coffee', 'Cafe', 'Cakes']"
Bloomers,['Flowers']
Maza Cafe,"['Beverages', 'Pancakes', 'Desserts']"
Karaz Fruits,"['Specialty Store', 'Supermarket', 'Fruits & Vegetables', 'Grocery']"
Luee Cafe,"['Breakfast', 'Italian', 'Healthy']"
3 Amigos,"['Mexican', 'Tacos', 'Beverages']"
Outlier Specialty Coffee,"['Cafe', 'Desserts', 'Juices']"
Pad Thai by Yum Yum Tree,"['Mandi', 'Seafood']"
Crunchy,"['American', 'Sandwiches']"
Smart Chicken,"['Asian', 'Burgers', 'Cafe']"
RTT Cafe,"['Arabic', 'Asian', 'Breakfast']"
Al Naurah Restaurant,"['Qatari', 'Bakery', 'Pizza']"
Alehsan Restaurant,"['Arabic', 'Pastries', 'Sandwiches']"
Tropicool,"['Healthy', 'Beverages', 'Juices']"
Tailor Express,"['Speciality Store', 'Accessories ']"
Noor Asian restaurant,"['Asian', 'Indian', 'Pakistani']"
Keto Plus,['Healthy']
Wahad Shawarma,"['Arabic', 'Shawarma']"
Al Naurah Restaurant,"['Qatari', 'Bakery', 'Pizza']"
November & Co,['Cafe']
Tols Cafe,"['Cafe', 'Sandwiches', 'Desserts']"
Baladana Al Shahban Kitchen,"['Burgers', 'Pasta', 'Steaks']"
Palace of flowers,['Flowers']
Jamaica Cocktail,"['Turkish', 'Beverages']"
"Mission Noodles, Pearl",['Noodles']
PMC Pharmacy & More,['Pharmacy']
Toasts,"['Burgers', 'Street food']"
Trend Cafe,"['Qatari', 'Cakes', 'Desserts']"
Diya Restaurant,['Indian']
Y-it Sweets,"['Chocolate', 'Cafe', 'Desserts']"
Box Station,"['Lebanese', 'Shawarma', 'Grills']"
Swich Restaurant,"['Shawarma', 'American', 'Snacks']"
Arbel Pastry,"['Qatari', 'Arabic Sweets', 'Pastries']"
Gami Gedara Restaurant,['Asian']
Sidi Mansour,"['Tunisian ', 'Grills', 'Sandwiches']"
Organic Harvest,['Cosmetics']
Jashan Restaurant,"['Curry', 'Indian', 'Cafeteria']"
Chemex Speciality Coffee,"['Cafe', 'Desserts', 'Cakes']"
Roses Breeze Flowers And Gifts,['Flowers']
AlShams Al Saatiea,"['Desserts', 'Chocolate', 'Flowers']"
Monarch Perfumes,['Perfume']
Spices Garden,['Speciality Store']
Step Restaurant,"['Sandwiches', 'Breakfast']"
Bob Burger,"['Burgers', 'Sandwiches', 'American']"
Al-Jefairi Bakery,"['Qatari', 'Bakery', 'Grills']"
Al Shams Trading - Voda Voda,"['Water', 'Speciality Store']"
Sushinaa,"['Japanese', 'Asian', 'Seafood']"
Big Dine,"['Chinese', 'Bowls', 'Dumplings']"
Al Junoob,"['Fast Food', 'Sandwiches', 'Beverages']"
Pet Station,['Specialty Store']
Shawarma Ala Kefak,"['Qatari', 'BBQ', 'Grills']"
Water Lily Trading Flowers Roses,"['Flowers', 'Chocolate']"
Jeeran,"['Jordanian', 'Manaqeesh', 'Grills']"
Falafel Al Khalili,"['Falafel', 'Breakfast']"
Mertos Restaurant,"['Chinese', 'Noodles', 'Seafood']"
Graze Cafe,"['Coffee', 'Breakfast', 'Cafe']"
Ciao,"['Breakfast', 'Italian', 'Arabic']"
June Cafe,"['Arabic Sweets', 'Desserts', 'Beverages']"
AlKhaima Sweets & Pastries,"['Iranian', 'Desserts']"
Qatar Cancer Society,['Charity ']
Sallora Sweets & Shami Food,"['Doner', 'Street food']"
Tea Valley,"['Cafe', 'Sandwiches', 'Burgers']"
Icy Bun,"['Ice cream', 'Desserts', 'International']"
Al Qarmouty Seafood,"['Seafood', 'Arabic', 'Fish & chips']"
Food Corner,"['Burgers', 'Pizza', 'Pasta']"
Kamachi,"['Arabic', 'Breakfast', 'Qatari']"
Sip Coffee,['Cafe']
Gahwetna,"['Qatari', 'Cafe', 'Desserts']"
Tasty Hotdogs,"['Sandwiches', 'Fast Food', 'American']"
Keb Shay Cafeteria,"['Coffee', 'Cafe']"
Pizza Roll,['Pizza']
Good Vibes,['Speciality Store']
The Local,"['Arabic', 'Asian', 'Sandwiches']"
Aimee's Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Santa Nata,"['Cakes', 'Portuguese', 'Desserts', 'International']"
Edible Arrangements,['Desserts']
Shawerma 3la Saj Restaurant,"['Arabic', 'Sandwiches']"
La Patisserie,"['Pizza', 'Seafood', 'Italian']"
Tabi Boba Cafe,"['Bubble tea', 'Desserts', 'Beverages']"
Qgrabs,['Electronics']
Ben W Heil Trading,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
AMP Coffee,"['Qatari', 'Breakfast', 'Cafe']"
McDonald's,"['Burgers', 'Sandwiches', 'American']"
Cafeteria As You Like,"['Noodles', 'Soup', 'Chicken']"
Shawarma King,"['Arabic', 'Shawarma', 'Doner']"
Turkey Restaurant,"['Turkish', 'Grills']"
Mind Cafe,"['Burgers', 'Beverages']"
North Cafe,"['Desserts', 'Juices', 'Coffee']"
Il Cacao,"['Desserts', 'Beverages', 'Cakes']"
Munch Box,"['Breakfast', 'Indian', 'BBQ']"
Seventy West Restaurant And Cafe,"['Pasta', 'Italian', 'Healthy']"
Pinas Sarap,"['Asian', 'BBQ', 'Filipino']"
Dinara Kasko Pastry Art,"['Cakes', 'Pastries', 'Desserts']"
Shawarma Store,"['Shawarma', 'Doner']"
Al Masa Electronic Accessories,['Electronics']
International Bakeries,['Bakery']
Lila Bakery,"['Bakery', 'Desserts', 'Chocolate']"
Sham,"['Beverages', 'Lebanese', 'Desserts']"
Or More Geneva Restaurant,"['French', 'Chocolate', 'Desserts']"
Halo Cafè,"['Cafe', 'Desserts', 'Beverages']"
Simit Sarayi,"['Turkish', 'Pastries', 'Pies']"
Wok To Walk,['Asian']
Karak Mqanes,"['Beverages', 'Cafe', 'Sandwiches']"
Be Healthy,"['Healthy', 'International', 'Sandwiches']"
Hennys Fresh Fried Chicken,"['Arabic', 'Fast Food', 'Fried Chicken']"
Doha House Restaurant,"['Chinese', 'Biryani', 'Street food']"
Laohu,['Asian']
Kof Coffee,"['Cafe', 'Desserts', 'Juices']"
Khan L Konafa,"['Arabic Sweets', 'Cakes', 'Cafe']"
Notes Cafe,"['Coffee', 'Cafe', 'Cakes']"
Cinnzeo,"['Donuts', 'Cafe', 'Desserts']"
Town Cup Cafe,"['Cafe', 'Beverages', 'Coffee']"
Safeer Restaurant,"['Burgers', 'Cafeteria']"
Al Kousar Cafeteria,"['Kebab', 'Grills']"
Cupcake Queen Flowers,['Flowers']
Captain Calico,"['Burgers', 'Fast Food']"
Byalh Kitchens for Traditional Food,"['Mandi', 'Arabic', 'Fast Food']"
Project P,"['Pizza', 'Healthy', 'Italian']"
Mean Girls Trading,['Cosmetics']
Samona,"['Arabic', 'Pies', 'Sandwiches']"
New My Mart,"['Grocery', 'Supermarket']"
Digital Store,['Electronics']
Last Order Restaurant,"['Burgers', 'Fast Food']"
Rise,['Sandwiches']
Choices Restaurant,"['Sandwiches', 'Thai', 'Breakfast']"
Konouz Cafe,"['Coffee', 'Cafe', 'Desserts']"
Oh La la Creperie,"['Desserts', 'Crepes', 'Breakfast']"
Protein Bar,['Convenience Store']
Doha Roastery,"['Cafe', 'Desserts', 'Juices']"
Lamsy Plaza Restaurant,"['Breakfast', 'BBQ']"
H2GO - Healthy To Go,"['Salad', 'Healthy', 'Vegan']"
Imagination Restaurant,"['Street food', 'Sandwiches']"
Kings Coffee Shop,"['Cafe', 'Desserts', 'Fast Food']"
Mixing Coffee,"['Cafe', 'Sandwiches', 'Fast Food']"
Petals,['Flowers']
BY F,"['International', 'Pasta', 'Chicken']"
Flame,"['American', 'Desserts', 'Fast Food']"
Albayt Alromancy,"['Qatari', 'Arabic', 'Grills']"
Sarouja Restaurant,"['Seafood', 'Mandi']"
Al Bisana Restaurant,"['Chicken', 'Biryani']"
IKA South American,"['International', 'American']"
Baghdad Kitchens,"['Iraqi', 'Grills', 'Fast Food']"
Shay Al Fakhama Cafeteria,"['Egyptian', 'Arabic', 'Sandwiches']"
Asseer Time,"['Beverages', 'Ice cream', 'Desserts']"
Saleem Javed Rule the Rolls Restaurant,"['Indian', 'Arabic']"
Marasem for Flowers Chocolates and Events,['Flowers']
The House Restaurant,"['International', 'Beverages', 'Breakfast']"
P.F Chang's,"['Chinese', 'Asian', 'Noodles']"
Sea Time,"['Filipino', 'Dumplings', 'Bowls']"
Crunchy,"['Fried Chicken', 'American', 'Chicken']"
Melting Chocolate Castle Coffee Shop,"['Beverages', 'Desserts']"
Tea Spoon Cafeteria,"['Curry', 'Asian', 'Cafeteria']"
All Day Market,"['Grocery', 'Supermarket']"
Nakhchivan Restaurant,"['Turkish', 'Grills']"
White Ocean Pharmacy,['Pharmacy']
Laylamoon Bakery,"['Bakery', 'Desserts']"
Soft Restaurant,"['Qatari', 'Biryani', 'Burgers']"
Ahla Riqaq Cafeteria And Restaurant,"['Street food', 'BBQ']"
Taste Of Zain Cafeteria & Restaurant,"['Fish & chips', 'Cafe', 'Indian']"
Layalina Cafe,"['International', 'Cafe']"
Pretty Flower,['Flowers']
Abby Shawaya,"['Chicken', 'Fast Food', 'Sandwiches']"
Traditional Restaurant,"['Egyptian', 'Pizza', 'Pasta']"
Anjappar Restaurant,"['Indian', 'Asian', 'American']"
Hennys Fresh Fried Chicken,"['Arabic', 'Fast Food', 'Fried Chicken']"
Fargo Coffee Co.,"['Cafe', 'Coffee']"
Sabah W Masa,"['Falafel', 'Breakfast', 'Lebanese']"
Crazy Noodles,"['Asian', 'Pasta', 'Street food']"
Choco de Gazelle,"['Biryani', 'Burgers', 'Curry']"
Triple Z,"['Beverages', 'Cakes and Desserts', 'Desserts']"
Toscana,['Desserts']
Princess Sweets,"['Acai', 'Cafe', 'Desserts']"
Oops Restaurant,"['Fast Food', 'Burgers']"
Mobile Corner,['Accessories ']
Cavalier Cafe and Lounge,"['International', 'Beverages', 'Cafe']"
Al Jahis Trading,"['Speciality Store', 'Pharmacy']"
Dosa King Restaurant,"['Breakfast', 'BBQ']"
Dekitate Sweets and Pastries,"['Desserts', 'Japanese']"
Churros Cafe,"['Cafe', 'Desserts', 'Juices']"
Tche Tche Express Restaurant,"['Sandwiches', 'Desserts', 'Pizza']"
Five Guys,"['Burgers', 'Salad']"
Kuftah & Tarp Express Restaurant,"['Egyptian', 'Pastries', 'BBQ']"
Seacrets Restaurant,['International']
Own Pizza,"['Italian', 'Pizza', 'Fast Food']"
Staybridge Eatery,"['International', 'Beverages', 'Juices']"
Yugo,"['Thai', 'Korean', 'Japanese']"
Hunkar Turkish Gourmet,"['Convenience Store', 'Grocery']"
Gold Rose Flowers,['Flowers']
Lahmajun,"['Arabic', 'BBQ', 'Grills']"
Mumbai Spices,"['Indian', 'Chinese', 'Biryani']"
Al Wasan Gift Shop,['Chocolate']
Al Shami Home Cafe & Restaurant,"['Seafood', 'Mandi']"
Makkah Cafeteria,"['Burgers', 'Cafeteria']"
Kong Fu Lee,"['Soup', 'Seafood', 'Chinese']"
Aurora Cafe,"['Cafe', 'Desserts', 'Beverages']"
Al Saharaa Burger,['Burgers']
Wifra Baqala,"['Grocery', 'Supermarket']"
Stratton Trading,"['Specialty Store', 'Supermarket', 'Grocery']"
Deccan Deewan Restaurant,"['BBQ', 'Biryani', 'Indian']"
Fantasy Events,"['Flowers', 'Chocolate']"
Bin Kulaib Kitchen,"['Qatari', 'Arabic', 'Seafood']"
Spring Camel Restaurant,"['Burgers', 'Fast Food']"
Eataliani,"['Pizza', 'Pasta', 'Salad']"
Bienars,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
Smart Chicken,"['Asian', 'Burgers', 'Cafe']"
Pakistani Restaurant,"['Breakfast', 'BBQ']"
Felucca Seafood Restaurant,"['Seafood', 'Fish & chips']"
Food and Juice Cafe,"['Burgers', 'Indian', 'Cafeteria']"
Plaza Inn Hotel,['International']
Menchie's Frozen Yogurt,"['Frozen Yogurt', 'Ice cream']"
Vibiana's Frozen Rolls,"['Frozen Yogurt', 'Coffee']"
Diya Restaurant,['Indian']
Ivy Diet Healthy Foods,"['Healthy', 'Salad']"
Moo,"['Cafe', 'Desserts', 'Cakes']"
Apple Kitchen & Sweets,"['Desserts', 'Chocolate', 'Cakes']"
Eclat Cakes and Chocolate,"['Cakes and Desserts', 'Pastries & Sweets', 'Chocolate']"
Flat White Specialty Coffee,"['Coffee', 'Sandwiches', 'Qatari']"
Bazooka Restaurant,"['Arabic', 'Pastries']"
Dippingo Chocolate Bar,"['Cakes', 'Crepes', 'Chocolate']"
Sham,"['Beverages', 'Lebanese', 'Desserts']"
Zain Cafeteria Restaurant,"['Tacos', 'Beverages']"
Japang,"['Burgers', 'Sandwiches', 'Pasta']"
Noir e Blanc,['Chocolate']
Chennai Restaurant,"['Chinese', 'Biryani', 'Street food']"
Al Qusaimi Meat Corporate,"['Specialty Store', 'Supermarket', 'Fresh Meat & Fish', 'Grocery']"
Mixing Coffee,"['Cafe', 'Sandwiches', 'Fast Food']"
Way Restaurant,"['Fast Food', 'Burgers', 'Pasta']"
Garnet Library,"['Speciality Store', 'Stationary']"
Lulu Popular Kitchen,"['Qatari', 'BBQ', 'Grills']"
The English Fish and Chips,['Seafood']
Takoyaki Hub Cafeteria,['Asian']
Oop Ice Creamery,"['Ice Cream', 'Desserts']"
Zaitoon Restaurant & Grills,"['Breakfast', 'Indian', 'Asian']"
Basta Restaurant,"['Qatari', 'Beverages']"
Nizami Cafe,"['Juices', 'Burgers', 'Asian']"
Cafe Crepe De Nuit De Paris,"['French', 'Crepes', 'Desserts']"
Mega Mart,"['Grocery', 'Supermarket']"
Papa Kanafa,"['Arabic Sweets', 'Desserts']"
Rollstar shawarma & falafel,"['Lebanese', 'Shawarma', 'Breakfast']"
Plaza Inn Hotel,['International']
The Rose Yard,['Flowers']
Jarnen,"['Mezze', 'Grills', 'Lebanese']"
Royal Roses,['Flowers']
Cappi Chai,"['Fast Food', 'Snacks', 'Sandwiches']"
Habeeb Istanbul Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Nice Day Restaurant,"['Asian', 'Biryani', 'Street food']"
Arab Gulf Pastry,"['Manaqeesh', 'Pies', 'Pizza']"
Wabel,"['International', 'Pasta', 'Pizza']"
Pasta Alfreej,"['Italian', 'Pizza', 'Pasta']"
Aljudy,['Speciality Store']
Shujaa Restaurant,"['Breakfast', 'BBQ']"
Atom Medicosmetic,['Cosmetics']
The Sizzlers,"['Chinese', 'Thai', 'Noodles']"
Go Crispy Restaurant,"['Qatari', 'Fast Food', 'Fried Chicken']"
Plaza Hollandi Cafe,"['Donuts', 'Cafe', 'Beverages']"
Maryann Trading & Photography,"['Flowers', 'Specialty Store']"
Fatayer Al Tayer,"['Manaqeesh', 'Bakery', 'Arabic']"
Zoella flowers,['Flowers']
Coffee Centre,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Jiwan,"['Chicken', 'Qatari', 'Grills']"
Cafeteria Alhamhama,"['Arabic', 'Grills']"
Fresh Bites at Riqqa Cafe,"['Salad', 'Cafe', 'Healthy']"
Donutty,"['Cafe', 'Desserts', 'Donuts']"
Kebab Nab Shiraz Restaurant,"['Biryani', 'Grills']"
Midtown Restaurant,"['Burgers', 'International']"
Everyday Roastery Coffee,"['Coffee', 'Bakery', 'International']"
Picco café,"['Desserts', 'Cakes', 'Cafe']"
Urth Bowl,"['Cafe', 'International', 'Breakfast']"
Shawarma Alkhaima,"['Shawarma', 'Breakfast', 'Beverages']"
The Breakfast Club,"['Pancakes', 'American', 'Breakfast']"
Al Baik Al Shaibani,['Qatari']
Roastado,"['Cafe', 'Desserts', 'Juices']"
Mazza Restaurant,"['Grills', 'Indian', 'Asian']"
South Restaurant,"['Indian', 'Arabic']"
Fusion Tadka Restaurant,"['Indian', 'International', 'Asian', 'Biryani']"
Maysoun Restaurant,"['Burgers', 'Italian', 'International']"
Mistique,['Cosmetics']
Gharissa Ice Cream,"['Ice cream', 'Desserts', 'Milkshakes']"
Care n Cure Pharmacy,['Pharmacy']
Al Batateel Trading,"['Specialty Store', 'Supermarket', 'Convenience Store', 'Grocery']"
Mumbai Chaats,"['Curry', 'Healthy']"
Al Wakra Tower Restaurant,"['Indian', 'Fast Food']"
Amora Pizza,"['Pizza', 'Healthy', 'Pasta', 'Salad', 'Sandwiches', 'Italian']"
Turkish Brothers Restaurant,['Turkish']
Mashmum And Yasmine Trading,['Flowers']
Oudh Al Islam Trading,['Perfume']
Chipsy,"['Cakes', 'Cafe', 'Desserts']"
Harees Al walda,"['Biryani', 'Grills']"
Jawhara Abo Al Abed Restaurant,"['Arabic', 'Shawarma', 'Grills']"
Happiness Hormones,"['Desserts', 'Beverages', 'Cafe']"
91° cafe,"['Cafe', 'Coffee']"
Great Restaurant,"['International', 'Cafeteria', 'Burgers']"
Diet Mood Plus,"['Beverages', 'Sandwiches', 'Desserts']"
The Flowerpot,['Flowers']
Hot Chicken,"['Indian', 'Fast Food', 'Fried Chicken']"
Chaclate,"['Desserts', 'Sandwiches']"
Jashan Restaurant,"['Curry', 'Indian', 'Cafeteria']"
Al Mazaya Carthage Restaurant,"['Tunisian ', 'Grills', 'Sandwiches']"
Nisrine Restaurant,"['Lebanese', 'Desserts', 'Arabic']"
Hunkar Turkish Gourmet,"['Convenience Store', 'Grocery']"
Jolly Pops,['Ice Cream']
Bouvardia Flowers And Events,['Flowers']
Othmani Turkish Restaurant,"['Turkish', 'Grills']"
Bahjat Restaurant,"['Sandwiches', 'Beverages', 'Salad']"
Khan L Konafa,"['Arabic Sweets', 'Cakes', 'Cafe']"
Panama Coffee,"['Coffee', 'Cafe', 'Cakes']"
Triple Z,"['Beverages', 'Cakes and Desserts', 'Desserts']"
Alvo Conceptual Events,"['Specialty Store', 'Supermarket', 'Grocery']"
K Mart Supermarket,"['Grocery', 'Supermarket']"
Mahal,['Indian']
Roof Garden Restaurant,"['Breakfast', 'Grills']"
Oasis Restaurant,"['Cakes', 'Fruits', 'Desserts']"
Thira  Kitchen,['International']
Ibn Al Waleed Restaurant And Sweets,"['BBQ', 'Breakfast']"
NEW AL SHOUROOK SWEETS & BAKERIES,"['Bakery', 'Sandwiches', 'Desserts']"
Daily Souq,"['Grocery', 'Supermarket']"
Ebtekar Al-Fakhama,"['Qatari', 'Bakery', 'Breakfast']"
Signor Sassi,"['Italian', 'Pizza', 'Pasta']"
Infinity Restaurant,"['International', 'Pastries', 'Italian']"
Sable sweets,"['Cakes', 'Desserts']"
Lira Restaurant,"['Arabic', 'Breakfast', 'Grills']"
Bake And Take,"['Pies', 'Healthy', 'Shawarma']"
Vitamin Pharmacy,['Pharmacy']
Chocoglaze Chocolate Cafe,"['Desserts', 'Cakes', 'Cafe']"
Mahaseel for Marketing and Agricultural Services,"['Specialty Store', 'Supermarket', 'Grocery']"
Grasp,"['Burgers', 'American', 'Breakfast']"
Snackat Cafe,"['Desserts', 'Snacks']"
Pan Pan,"['Cafe', 'Desserts']"
Blinis Cafe,"['International', 'Mexican', 'Arabic Sweets', 'Juices', 'Salad', 'Lebanese']"
Joe's Cafe,"['Cafe', 'Sandwiches', 'International']"
Q Tea Hub,"['Street food', 'BBQ']"
Project Pizza,"['Pizza', 'Breakfast', 'Italian']"
Nafahat Aldoha Perfumes,['Perfume']
Marrakech Restaurant,"['Chicken', 'Grills']"
Roses Breeze Flowers And Gifts,['Flowers']
Burger time,"['American', 'Burgers', 'Pasta']"
83 Café,"['Coffee', 'Breakfast', 'International']"
Maraheb Mandi,"['Yemeni', 'Biryani', 'Grills']"
Larissa chocolates and flowers,['Flowers']
Krispy Kreme,"['Donuts', 'Desserts', 'Coffee']"
Al Qodsi Restaurant,"['Breakfast', 'Pizza', 'Arabic']"
The Perfume Factory,['Perfume']
Cuisines Catering,"['International', 'Desserts']"
Low Calories Restaurant,"['Healthy', 'Coffee']"
Shawarma Almkhbz,['Shawarma & Doner']
Rendezvous,"['French', 'Pasta', 'Pastries']"
Al Gharafa Stationery,"['Specialty Store', 'Supermarket', 'Grocery']"
Cupcake Queen,"['Cakes', 'Pastries', 'Desserts']"
Noir e Blanc,['Chocolate']
Baklava Zade,"['Turkish', 'Arabic Sweets', 'Desserts']"
Khyber Gate Kitchen Restaurant,"['Breakfast', 'BBQ']"
"Al Mashreq Medicine, Al Waab","['Pharmacy', 'Speciality Store']"
Layali Restaurant & Cafe,"['Lebanese', 'BBQ', 'Grills']"
Cannelle Chocolate Flowers And Events,"['Chocolate', 'Flowers']"
Gadget Phone Accessories Trading,['Electronics']
Abriq Tea,"['Sandwiches', 'International', 'Breakfast']"
Capsicum Restaurant,"['Pizza', 'Pasta', 'Burgers']"
Biryani Express,"['Breakfast', 'Indian', 'Asian']"
Fruity Floats Cafe,"['Qatari', 'Cakes', 'Desserts']"
Juice N Tea,"['Burgers', 'Cafeteria']"
Silver Dragon For Food Services,"['Japanese', 'Chinese']"
Falafel Fayda,"['Turkish', 'Shawarma', 'Pies']"
Beirut Restaurant,"['Arabic', 'Foul']"
Thunder Shrimp,"['American', 'Burgers', 'Seafood']"
Joon Restaurant,"['Kebab', 'Grills', 'Iranian']"
Crazy Leaves Restaurant,['Arabic']
Savant Cafe,"['Cafe', 'Sandwiches', 'Breakfast']"
Nosh Cravings Restaurant,"['Vegan', 'Desserts', 'Fast Food']"
Exit Coffee,"['Cafe', 'Coffee']"
Alkheesa For Traditional Food,"['Arabic', 'Chicken', 'Qatari']"
Astath Shawarma,"['Lebanese', 'Doner', 'Grills']"
Tea Valley,"['Cafe', 'Sandwiches', 'Burgers']"
Cocomas,"['Sandwiches', 'Indian', 'Fast Food']"
Love Sugar & Dessert,"['Cafe', 'Coffee']"
Layali Aley Restaurant,"['Mandi', 'Manaqeesh', 'Grills']"
Al Aziziya Pharmacy,['Pharmacy']
The Manhattan Fish Market,"['Seafood', 'Arabic', 'Fish & chips']"
The Village,"['Kebab', 'Turkish', 'BBQ']"
Beauty Flowers Trading,['Flowers']
Only Chicken,"['Burgers', 'Sandwiches', 'Desserts']"
Stag Cafe,"['Cafe', 'Sandwiches', 'Desserts']"
Bab Al Mandi Restaurant,"['Qatari', 'BBQ', 'Grills']"
Pause Time Cafe,"['Cafe', 'Sandwiches', 'Desserts']"
Hala's Treats,['Desserts']
TAG International Toys,['Toys']
Artoys,['Toys']
Happy Kids,['Toys']
Swich Restaurant,"['Shawarma', 'American', 'Snacks']"
All Day Market,"['Grocery', 'Supermarket']"
Doha Modern Bakeries,"['Arabic', 'Bakery']"
Bella Ciao Cafe,"['Bakery', 'Sandwiches', 'Pastries']"
Safwa,"['Specialty Store', 'Supermarket', 'Fruits & Vegetables', 'Grocery']"
Auntie Anne's,"['American', 'Sandwiches', 'Pizza']"
Iris,"['American', 'Burgers', 'Fast Food']"
Urta Restaurant,"['Organic', 'Breakfast', 'International']"
Chapati Rashid,"['Cakes', 'Cafe']"
Dunkin Donuts,"['Donuts', 'Desserts', 'Coffee']"
El Hidhab ,['Iranian']
ATMA Restaurant,['Arabic']
Bella Pasta,"['Italian', 'Pizza', 'Fast Food']"
Al Bayt Al Romancy,"['Arabic', 'Grills', 'Qatari']"
Spoon Restaurant,"['Qatari', 'Breakfast', 'Desserts']"
Mutabbaq and Kunafa,['Qatari']
Red Umbrella Coffee,"['Cafe', 'Desserts', 'International']"
Roxo Acai Cafe,"['Sandwiches', 'Desserts', 'Beverages']"
The Diet Challenge,['Healthy']
Jesr Istanbul Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Falafel Sidheeque Cafeteria,"['Sandwiches', 'Arabic', 'Beverages']"
Touch Of Sweets,['Chocolate']
Shore Time,"['Filipino', 'Dumplings', 'Bowls']"
Karak Nadia,"['Arabic', 'Breakfast']"
Waves Speciality Coffee,"['French', 'Crepes', 'Desserts']"
Tash W Rash,"['Pastries', 'Sandwiches', 'Bakery']"
TWH For Gifts Trade,['Toys']
Diet Karak,"['Burgers', 'Cafeteria']"
Code Speciality Coffee,"['Coffee', 'Breakfast', 'Cafe']"
Al Watan Kitchen,"['Qatari', 'Mandi', 'Grills']"
Al Anadol Central Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Coffee Centre,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Fudo Restaurant,"['Sushi', 'Japanese', 'Asian']"
Three Lines Restaurant,"['American', 'Burgers', 'Pasta']"
Chocoloco,"['Cafe', 'Desserts']"
Taaza Cafe,"['Street food', 'Sandwiches']"
Vintage Coffee,"['Coffee', 'Cafe', 'Cakes']"
Chef Shatah,"['Arabic', 'Grills']"
Santa Nata,"['Cakes', 'Portuguese', 'Desserts', 'International']"
Le Gourmet Restaurant,"['French', 'Pizza', 'Fast Food']"
